Rent,leasing_rate,size,stories,age,renovated,class_a,class_b,amenities,net,cluster_rent,Precipitation,cooling_costs,heating_costs,green_rating
21.48,94.56,540676,30,21,1,1,0,1,0,21.97,41.32,0.259330302,0.6463071,0
21.96,86.09,920000,45,24,0,1,0,1,1,21.97,41.32,0.259330302,0.6463071,0
21.97,91.63,940639,50,17,0,1,0,1,0,21.97,41.32,0.259330302,0.6463071,0
22.11,93.96,158100,16,114,1,0,0,1,0,21.97,41.32,0.259330302,0.6463071,0
22.5,84.05,219273,15,114,1,0,0,1,0,21.97,41.32,0.259330302,0.6463071,0
22.67,79.57,197621,12,107,1,0,0,1,0,21.97,41.32,0.259330302,0.6463071,0
22.75,23.16,37480,6,112,1,0,0,0,0,21.97,41.32,0.259330302,0.6463071,0
22.75,100,157409,25,80,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
23.12,96.44,178000,21,84,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
23.5,99.42,1904229,57,40,1,1,0,1,0,21.97,41.32,0.259330302,0.6463071,0
24,91.35,243147,23,80,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
24,72.32,884004,17,102,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
24.55,68.21,206000,22,81,0,0,0,1,0,21.97,41.32,0.259330302,0.6463071,0
25,93.17,384510,36,27,0,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
25,66.74,48100,6,101,1,0,0,0,0,21.97,41.32,0.259330302,0.6463071,0
25,87.74,53642,4,7,0,1,0,1,0,21.97,41.32,0.259330302,0.6463071,0
25,77.19,62480,4,87,1,0,0,0,0,21.97,41.32,0.259330302,0.6463071,0
25.55,85.94,486602,47,78,0,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
26.49,91.54,402010,38,76,1,1,0,0,0,21.97,41.32,0.259330302,0.6463071,0
26.5,86.27,130022,10,46,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
27.35,88.89,70853,4,22,0,0,1,0,0,21.97,41.32,0.259330302,0.6463071,0
27.4,97.67,959258,51,15,0,1,0,1,0,21.97,41.32,0.259330302,0.6463071,0
27.55,93.51,617114,24,27,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
27.66,88.04,416224,41,77,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
28.26,85.87,363657,30,37,0,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
29.37,44.85,290000,35,91,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
36.76,96.66,579778,22,93,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
80,100,691410,26,29,1,0,1,1,0,21.97,41.32,0.259330302,0.6463071,0
24.71,88.01,515388,11,21,0,1,0,1,0,19,25.55,0.903125,0.21008,1
15.5,87.29,41270,3,28,1,0,1,1,0,19,25.55,0.902146844,0.210463968,0
15.5,69.04,95407,6,27,1,0,1,1,0,19,25.55,0.902146844,0.210463968,0
18.15,94.55,111600,9,23,0,1,0,1,0,19,25.55,0.902146844,0.210463968,0
18.24,88.56,106422,7,23,0,0,1,1,0,19,25.55,0.902146844,0.210463968,0
19,77.99,112960,9,25,0,1,0,1,0,19,25.55,0.902146844,0.210463968,0
26,94.19,274684,14,22,0,1,0,1,0,19,25.55,0.902146844,0.210463968,0
26.7,94.63,412526,15,8,0,1,0,1,1,19,25.55,0.902146844,0.210463968,0
28.5,71.13,349732,13,5,1,1,0,0,0,19,25.55,0.902146844,0.210463968,0
25,77.07,410418,18,19,0,1,0,1,0,23.5,40.7,0.519601,0.328716,1
21,76.29,225447,10,27,1,1,0,1,0,23.5,40.7,0.519369585,0.328965252,0
23,53.39,204632,8,21,0,1,0,1,0,23.5,40.7,0.519369585,0.328965252,0
24,99.45,376693,12,8,0,1,0,1,0,23.5,40.7,0.519369585,0.328965252,0
24.58,79.42,438093,21,20,0,1,0,1,0,21.91,40.7,0.519601,0.328716,1
19.53,88.51,138068,7,25,0,1,0,1,0,21.91,40.7,0.519369585,0.328965252,0
21.91,87.4,254658,13,22,0,1,0,1,0,21.91,40.7,0.519369585,0.328965252,0
34.16,78.27,310633,21,37,1,1,0,1,0,32,45.55,0.038024,0.564394,1
15,85.72,37300,5,100,1,0,1,0,0,32,45.55,0.038085581,0.56517779,0
17.5,75,80000,19,11,0,0,1,0,0,32,45.55,0.038085581,0.56517779,0
19,78.73,99688,4,86,1,0,1,0,0,32,45.55,0.038085581,0.56517779,0
21,85.75,98699,10,98,1,0,1,0,0,32,45.55,0.038085581,0.56517779,0
21,86.24,368000,29,23,1,1,0,1,0,32,45.55,0.038085581,0.56517779,0
23.89,82.8,124136,14,78,1,0,1,1,0,32,45.55,0.038085581,0.56517779,0
24.36,92.12,115442,15,79,1,0,1,1,0,32,45.55,0.038085581,0.56517779,0
25.29,76.65,82491,10,79,1,0,1,0,0,32,45.55,0.038085581,0.56517779,0
26,47.95,51179,8,87,1,0,1,0,0,32,45.55,0.038085581,0.56517779,0
26,100,97720,6,81,0,0,1,0,0,32,45.55,0.038085581,0.56517779,0
27,90.46,233000,13,54,1,1,0,0,0,32,45.55,0.038085581,0.56517779,0
27.28,92.47,113927,10,48,1,0,1,1,0,32,45.55,0.038085581,0.56517779,0
27.77,80.87,161412,27,78,1,0,1,0,0,32,45.55,0.038085581,0.56517779,0
28.24,91.18,150055,13,86,1,0,1,0,0,32,45.55,0.038085581,0.56517779,0
29,97.62,1079013,54,19,0,1,0,1,0,32,45.55,0.038085581,0.56517779,0
31.75,97.26,746510,41,38,1,1,0,1,0,32,45.55,0.038085581,0.56517779,0
32,74.73,85414,8,81,0,0,1,0,0,32,45.55,0.038085581,0.56517779,0
32.42,34.87,52500,5,0,0,0,1,0,0,32,45.55,0.038085581,0.56517779,0
32.61,86.88,225000,20,43,1,1,0,0,0,32,45.55,0.038085581,0.56517779,0
33.41,78.38,277996,28,35,0,1,0,1,0,32,45.55,0.038085581,0.56517779,0
33.47,95.57,507355,40,30,0,1,0,0,0,32,45.55,0.038085581,0.56517779,0
34.3,95.12,558822,34,27,1,1,0,1,0,32,45.55,0.038085581,0.56517779,0
34.84,34.02,536356,41,34,0,1,0,1,0,32,45.55,0.038085581,0.56517779,0
34.94,98.48,932437,44,18,0,1,0,1,0,32,45.55,0.038085581,0.56517779,0
35,100,52000,4,93,1,1,0,1,0,32,45.55,0.038085581,0.56517779,0
35.16,95.49,434688,41,21,1,1,0,0,0,32,45.55,0.038085581,0.56517779,0
36,94.08,309400,22,7,0,1,0,0,0,32,45.55,0.038085581,0.56517779,0
36.64,95.42,218533,21,47,0,1,0,1,0,32,45.55,0.038085581,0.56517779,0
36.85,93.09,755000,30,21,0,1,0,0,0,32,45.55,0.038085581,0.56517779,0
45,97.98,74330,3,83,1,0,1,0,0,32,45.55,0.038085581,0.56517779,0
61,72.29,8640,1,66,1,0,0,0,0,32,45.55,0.038085581,0.56517779,0
75,97.92,83160,6,22,0,1,0,0,0,32,45.55,0.038085581,0.56517779,0
37.04,95.98,166686,12,22,0,1,0,1,0,32.02,22.71,0.258552,0.146157,1
21,45.6,7353,2,48,0,0,1,0,0,32.02,22.71,0.258604921,0.146102369,0
38.4,91.8,244392,12,22,0,1,0,1,0,32.02,22.71,0.258604921,0.146102369,0
36.75,97.45,346684,16,17,0,1,0,1,0,37.2,22.71,0.258552,0.146157,1
32.4,80.58,82331,4,22,0,1,0,1,0,37.2,22.71,0.258604921,0.146102369,0
37.2,95,104375,5,26,0,1,0,1,0,37.2,22.71,0.258604921,0.146102369,0
37.8,47.2,172259,8,6,0,1,0,1,0,37.2,22.71,0.258604921,0.146102369,0
42.33,71.86,280882,12,19,0,1,0,1,0,37.2,22.71,0.258604921,0.146102369,0
43.2,87.04,305662,12,19,0,1,0,1,0,37.2,22.71,0.258604921,0.146102369,0
64.2,100,245413,21,39,1,1,0,1,0,61.8,22.71,0.258552,0.146157,1
35.4,100,6693,2,53,0,0,1,0,0,61.8,22.71,0.258604921,0.146102369,0
48.9,100,26000,4,17,0,0,1,0,0,61.8,22.71,0.258604921,0.146102369,0
54.66,34.41,9300,2,79,0,0,0,0,0,61.8,22.71,0.258604921,0.146102369,0
61.8,98.37,137084,1,7,0,0,0,0,0,61.8,22.71,0.258604921,0.146102369,0
66.85,100,28914,4,59,0,0,1,0,0,61.8,22.71,0.258604921,0.146102369,0
83.4,98.98,193840,11,27,0,1,0,1,0,61.8,22.71,0.258604921,0.146102369,0
88.56,86.88,124116,9,32,1,1,0,1,0,61.8,22.71,0.258604921,0.146102369,0
34.01,95.83,196740,4,9,0,1,0,0,0,30,10.46,1.2314,0.11472,1
22,34.47,6867,1,54,0,0,0,0,0,30,10.46,1.23167641,0.11428588,0
25.5,90.69,19282,2,24,0,0,1,1,0,30,10.46,1.23167641,0.11428588,0
28,44.7,75368,2,25,0,0,1,0,0,30,10.46,1.23167641,0.11428588,0
32,94.48,22279,2,26,0,0,1,0,0,30,10.46,1.23167641,0.11428588,0
32,73.36,31911,2,26,0,0,1,0,0,30,10.46,1.23167641,0.11428588,0
16.5,67.1,372550,16,26,1,1,0,1,0,18.175,25.55,0.903125,0.21008,1
19.85,88.83,132034,6,1,0,1,0,0,0,18.175,25.55,0.902146844,0.210463968,0
16.5,68.82,349569,17,22,0,1,0,1,0,17.5,25.55,0.903125,0.21008,1
16.5,68.76,198374,10,24,0,0,1,1,0,17.5,25.55,0.902146844,0.210463968,0
18.5,67.86,26190,3,22,0,0,1,1,0,17.5,25.55,0.902146844,0.210463968,0
20.25,80.37,280432,12,22,0,1,0,1,0,17.5,25.55,0.902146844,0.210463968,0
23,96.16,283707,17,23,0,1,0,1,0,19.5,25.55,0.903125,0.21008,1
17.17,74.66,304264,20,29,1,1,0,1,0,19.5,25.55,0.902146844,0.210463968,0
19.5,94.63,380982,20,30,1,1,0,1,0,19.5,25.55,0.902146844,0.210463968,0
45.32,88.86,188164,10,20,0,1,0,1,0,37.5,22.71,0.281232,0.144406,1
30.49,88.8,81531,4,19,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
31.54,90.24,34738,2,18,0,0,1,1,0,37.5,22.71,0.281289563,0.144352023,0
32.23,98.03,73061,3,25,0,0,1,1,0,37.5,22.71,0.281289563,0.144352023,0
35.2,87.26,181317,7,24,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
35.51,100,91693,4,6,0,1,0,0,1,37.5,22.71,0.281289563,0.144352023,0
37.2,87.08,46884,3,23,0,0,1,1,0,37.5,22.71,0.281289563,0.144352023,0
37.8,98.21,77979,3,24,0,0,1,1,0,37.5,22.71,0.281289563,0.144352023,0
38.29,84.79,170467,6,22,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
40.47,96.38,147047,9,18,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
40.52,79.07,114202,3,19,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
41.05,80.22,165184,10,21,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
27.09,91.24,279329,14,21,1,1,0,0,0,20.795,25.55,0.793594,0.16867,1
14.5,95.53,33578,2,28,0,0,1,0,0,20.795,25.55,0.792734475,0.168978282,0
28.5,95.15,239417,12,22,1,1,0,1,0,20.795,25.55,0.792734475,0.168978282,0
38,92.41,206257,12,23,0,1,0,1,0,43.9,22.71,0.04914,0.282117,1
43.9,95.86,170081,6,9,0,1,0,1,0,43.9,22.71,0.049150058,0.282011549,0
45,90.74,136075,5,6,0,0,1,1,0,43.9,22.71,0.049150058,0.282011549,0
21.88,75.39,371523,18,17,0,1,0,1,0,21.25,40.7,0.519601,0.328716,1
18.25,95.93,144335,6,9,0,1,0,1,0,21.25,40.7,0.519369585,0.328965252,0
18.35,75.89,68260,4,26,0,0,1,0,0,21.25,40.7,0.519369585,0.328965252,0
21.25,95.29,274948,18,20,0,1,0,1,0,21.25,40.7,0.519369585,0.328965252,0
21.91,87.4,254658,13,22,0,1,0,1,0,21.25,40.7,0.519369585,0.328965252,0
19.5,86.88,393742,29,27,0,1,0,1,0,19.5,16.67,0.21252,0.5738,1
10,100,24700,3,96,0,0,1,0,0,19.5,16.67,0.212338807,0.572995049,0
14,100,22515,3,46,0,0,0,0,0,19.5,16.67,0.212338807,0.572995049,0
15,100,86257,9,29,1,0,1,1,0,19.5,16.67,0.212338807,0.572995049,0
16,81.75,48873,4,47,1,0,1,0,0,19.5,16.67,0.212338807,0.572995049,0
16,99.06,168185,14,51,0,0,1,0,0,19.5,16.67,0.212338807,0.572995049,0
16.5,47.4,17287,3,120,1,0,0,0,0,19.5,16.67,0.212338807,0.572995049,0
18,82.14,374948,14,43,1,0,1,1,0,19.5,16.67,0.212338807,0.572995049,0
18.5,64.84,119155,12,35,0,0,1,1,0,19.5,16.67,0.212338807,0.572995049,0
18.96,88.36,108862,10,25,0,0,1,1,0,19.5,16.67,0.212338807,0.572995049,0
19.5,86.36,373496,28,28,0,1,0,1,0,19.5,16.67,0.212338807,0.572995049,0
20.08,96.28,181385,12,16,0,0,1,0,0,19.5,16.67,0.212338807,0.572995049,0
20.57,85.08,283553,30,35,1,1,0,1,0,19.5,16.67,0.212338807,0.572995049,0
22.25,85.88,232000,22,53,0,0,1,1,0,19.5,16.67,0.212338807,0.572995049,0
23,98.1,94800,13,38,0,0,1,0,0,19.5,16.67,0.212338807,0.572995049,0
23,100,49000,3,42,0,0,1,1,0,19.5,16.67,0.212338807,0.572995049,0
24,98.79,147100,18,25,0,1,0,1,0,19.5,16.67,0.212338807,0.572995049,0
25.5,89.17,340872,32,25,0,1,0,1,0,19.5,16.67,0.212338807,0.572995049,0
26.43,73.05,431963,27,35,1,1,0,1,0,19.5,16.67,0.212338807,0.572995049,0
33,95.69,151425,16,32,0,0,1,1,0,19.5,16.67,0.212338807,0.572995049,0
36.55,94.91,45239,3,23,0,0,1,0,0,19.5,16.67,0.212338807,0.572995049,0
38.18,97.67,255294,9,7,0,1,0,0,0,31.465,22.71,0.258552,0.146157,1
15.72,100,20520,2,84,0,0,0,0,0,31.465,22.71,0.258604921,0.146102369,0
18,53.45,5950,2,77,0,0,0,0,1,31.465,22.71,0.258604921,0.146102369,0
25.07,92.03,41511,3,25,0,0,1,0,0,31.465,22.71,0.258604921,0.146102369,0
30,33.44,96000,7,31,1,1,0,1,0,31.465,22.71,0.258604921,0.146102369,0
31.2,89.41,106657,10,34,1,1,0,1,0,31.465,22.71,0.258604921,0.146102369,0
31.73,94.31,83588,6,18,0,1,0,0,0,31.465,22.71,0.258604921,0.146102369,0
33,33.29,15675,2,17,0,0,1,0,0,31.465,22.71,0.258604921,0.146102369,0
34.2,61.89,319864,16,21,0,1,0,1,0,31.465,22.71,0.258604921,0.146102369,0
42,100,5000,2,64,1,0,1,0,0,31.465,22.71,0.258604921,0.146102369,0
42,85.05,46043,3,16,0,1,0,1,0,31.465,22.71,0.258604921,0.146102369,0
43.37,99.01,329732,24,19,0,1,0,0,0,35,22.71,0.04914,0.282117,1
15,82.02,18908,3,100,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
19.76,93.91,65625,9,91,0,0,1,1,0,35,22.71,0.049150058,0.282011549,0
19.92,84.21,57772,3,154,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
22.95,84.47,23534,5,90,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
23,100,216000,12,67,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
24,80.47,9729,5,100,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
26.5,100,72000,10,99,1,0,1,1,0,35,22.71,0.049150058,0.282011549,0
30,95.52,572041,22,85,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
30,87.02,15230,4,101,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
30,24.02,25600,7,100,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
30,66.67,2400,3,100,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
30.37,89.35,128838,14,94,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
31.05,95.53,313012,23,21,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
31.31,89.99,74325,5,24,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
31.5,85.71,19600,6,82,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
31.99,92.2,106000,11,94,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
34,76.34,42839,6,22,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
34.18,95.71,711000,48,21,0,1,0,0,0,35,22.71,0.049150058,0.282011549,0
34.5,88.87,89927,11,85,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
34.55,99.35,434569,22,115,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35,92.43,151942,7,83,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35,79.3,51086,16,81,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
35,26.6,18360,4,100,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
35.14,66.12,18021,7,79,1,0,0,0,0,35,22.71,0.049150058,0.282011549,0
35.2,98.2,265363,16,104,0,0,1,0,0,35,22.71,0.049150058,0.282011549,0
36.14,95.36,51051,6,93,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
38,94.58,492131,34,43,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
38,87.23,240546,17,27,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
38,100,28304,2,67,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
39,42.05,2378,2,54,0,0,0,0,0,35,22.71,0.049150058,0.282011549,0
39.56,41.58,180000,14,99,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
40,94.55,30000,4,83,1,0,1,1,0,35,22.71,0.049150058,0.282011549,0
40,64.58,34104,5,22,0,0,1,1,0,35,22.71,0.049150058,0.282011549,0
41.78,91.79,180291,20,27,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
44,91.32,51376,11,99,1,0,1,1,0,35,22.71,0.049150058,0.282011549,0
45,97.51,322362,20,17,0,1,0,0,0,35,22.71,0.049150058,0.282011549,0
45,48.2,196630,10,50,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
50.67,90.67,826902,41,36,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
51.09,94.58,499215,48,35,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
53.84,97.34,56000,16,86,1,0,1,0,0,35,22.71,0.049150058,0.282011549,0
68.21,96.88,137011,16,40,0,0,1,1,0,35,22.71,0.049150058,0.282011549,0
99.42,95.1,1708748,52,38,0,1,0,1,0,35,22.71,0.049150058,0.282011549,0
17,91.91,552988,32,34,0,1,0,1,0,19.55,16.67,0.21252,0.5738,1
12,100,94259,7,109,0,0,1,0,0,19.55,16.67,0.212338807,0.572995049,0
14.24,66.33,19600,4,102,1,0,0,0,0,19.55,16.67,0.212338807,0.572995049,0
14.5,71.52,25679,5,118,1,0,1,1,0,19.55,16.67,0.212338807,0.572995049,0
14.88,90.4,103300,12,95,1,0,1,1,0,19.55,16.67,0.212338807,0.572995049,0
15,100,86257,9,29,1,0,1,1,0,19.55,16.67,0.212338807,0.572995049,0
16.54,90.59,571468,28,25,0,1,0,1,0,19.55,16.67,0.212338807,0.572995049,0
17.92,45.62,425104,28,50,1,0,1,1,0,19.55,16.67,0.212338807,0.572995049,0
18.96,88.36,108862,10,25,0,0,1,1,0,19.55,16.67,0.212338807,0.572995049,0
19.08,72.97,42007,6,104,0,0,1,0,0,19.55,16.67,0.212338807,0.572995049,0
19.5,86.36,373496,28,28,0,1,0,1,0,19.55,16.67,0.212338807,0.572995049,0
19.55,94.86,494323,26,33,0,1,0,1,0,19.55,16.67,0.212338807,0.572995049,0
22,67.07,94643,8,101,0,0,1,0,0,19.55,16.67,0.212338807,0.572995049,0
23,100,39486,6,97,1,0,1,0,0,19.55,16.67,0.212338807,0.572995049,0
23,74.49,49000,3,42,0,0,1,1,0,19.55,16.67,0.212338807,0.572995049,0
24.5,94.69,212681,24,22,1,1,0,1,0,19.55,16.67,0.212338807,0.572995049,0
25,32.38,139964,4,22,0,0,1,0,0,19.55,16.67,0.212338807,0.572995049,0
25.58,89.6,173155,20,25,0,1,0,1,0,19.55,16.67,0.212338807,0.572995049,0
30,95.6,550805,42,26,1,1,0,1,0,19.55,16.67,0.212338807,0.572995049,0
33,95.69,151425,16,32,0,0,1,1,0,19.55,16.67,0.212338807,0.572995049,0
36.55,94.91,45239,3,23,0,0,1,0,0,19.55,16.67,0.212338807,0.572995049,0
57.71,87.51,232000,22,53,0,0,1,1,0,19.55,16.67,0.212338807,0.572995049,0
37.14,94.66,187999,10,21,0,1,0,1,0,37.5,22.71,0.281232,0.144406,1
30.49,88.8,81531,4,19,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
31.54,90.24,34738,2,18,0,0,1,1,0,37.5,22.71,0.281289563,0.144352023,0
32.23,98.03,73061,3,25,0,0,1,1,0,37.5,22.71,0.281289563,0.144352023,0
37.2,87.08,46884,3,23,0,0,1,1,0,37.5,22.71,0.281289563,0.144352023,0
37.8,98.21,77979,3,24,0,0,1,1,0,37.5,22.71,0.281289563,0.144352023,0
39.68,91.65,147119,9,20,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
40.48,79.39,114202,3,19,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
41.05,80.22,165184,10,21,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
46.2,99.51,164636,11,21,0,1,0,1,0,37.5,22.71,0.281289563,0.144352023,0
23.41,95.23,800645,31,16,0,1,0,1,0,21.5,40.7,0.519601,0.328716,1
19.47,17.03,183037,8,36,0,1,0,0,0,21.5,40.7,0.519369585,0.328965252,0
19.5,54.48,92450,6,33,0,0,1,1,0,21.5,40.7,0.519369585,0.328965252,0
21.5,76.98,377272,15,22,0,1,0,0,0,21.5,40.7,0.519369585,0.328965252,0
23.5,80.3,386596,17,20,0,1,0,1,0,21.5,40.7,0.519369585,0.328965252,0
24,64.17,1303161,42,19,0,1,0,1,0,18.625,25.55,0.903125,0.21008,1
13.25,51.55,12900,2,41,1,0,0,0,0,18.625,25.55,0.902146844,0.210463968,0
47.44,98.86,408000,17,18,0,1,0,1,0,48.235,22.71,0.258552,0.146157,1
30,100,6144,2,52,0,0,0,0,0,48.235,22.71,0.258604921,0.146102369,0
49.03,100,29029,3,17,0,0,1,0,0,48.235,22.71,0.258604921,0.146102369,0
53.33,97.58,79490,11,29,1,1,0,1,0,48.235,22.71,0.258604921,0.146102369,0
20,87.91,299351,25,28,0,1,0,1,0,34,22.71,0.04914,0.282117,1
14,98.71,51150,6,98,0,0,1,0,0,34,22.71,0.049150058,0.282011549,0
15,82.02,18908,3,100,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
19.76,93.91,65625,9,91,0,0,1,1,0,34,22.71,0.049150058,0.282011549,0
22.95,84.47,23534,5,90,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
23,100,216000,12,67,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
24,100,53577,14,90,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
24,100,13400,6,77,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
24,95.42,120000,13,98,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
24,80.47,9729,5,100,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
27,72.02,64955,7,83,1,0,0,0,0,34,22.71,0.049150058,0.282011549,0
27.09,64.18,19260,8,100,1,0,0,0,0,34,22.71,0.049150058,0.282011549,0
28,100,62260,11,99,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
28,94.6,18750,4,100,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
28,77.3,430523,25,52,1,0,1,1,0,34,22.71,0.049150058,0.282011549,0
29,98.54,116300,21,109,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
30,95.52,572041,22,85,0,0,1,0,0,34,22.71,0.049150058,0.282011549,0
30,68.85,15832,6,99,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
30,87.02,15230,4,101,1,0,0,0,0,34,22.71,0.049150058,0.282011549,0
30,24.02,25600,7,100,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
30,89.49,48000,10,19,0,0,1,0,0,34,22.71,0.049150058,0.282011549,0
30.37,89.35,128838,14,94,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
30.5,98.46,99465,21,85,0,0,1,0,0,34,22.71,0.049150058,0.282011549,0
31.05,95.53,313012,23,21,0,1,0,1,0,34,22.71,0.049150058,0.282011549,0
31.5,85.71,19600,6,82,1,0,0,0,0,34,22.71,0.049150058,0.282011549,0
31.99,92.2,106000,11,94,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
32,96.16,103000,7,99,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
33,98.96,65000,8,93,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
33,100,19000,5,100,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
33.33,60.45,11000,6,99,0,0,1,0,0,34,22.71,0.049150058,0.282011549,0
34,93.54,32800,8,99,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
34.18,95.71,711000,48,21,0,1,0,0,0,34,22.71,0.049150058,0.282011549,0
34.5,88.87,89927,11,85,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
34.55,99.35,434569,22,115,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
35,79.3,51086,16,81,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
35,100,22584,7,93,1,0,0,0,0,34,22.71,0.049150058,0.282011549,0
35.14,66.12,18021,7,79,1,0,0,0,0,34,22.71,0.049150058,0.282011549,0
35.2,98.2,265363,16,104,0,0,1,0,0,34,22.71,0.049150058,0.282011549,0
35.5,88.7,37544,10,97,0,0,1,0,0,34,22.71,0.049150058,0.282011549,0
37.5,93.36,71345,15,100,1,0,1,1,0,34,22.71,0.049150058,0.282011549,0
38,94.58,492131,34,43,0,1,0,1,0,34,22.71,0.049150058,0.282011549,0
38,87.23,240546,17,27,0,1,0,1,0,34,22.71,0.049150058,0.282011549,0
38,83.1,623352,38,28,0,1,0,1,0,34,22.71,0.049150058,0.282011549,0
39,94.14,228470,22,21,0,1,0,1,0,34,22.71,0.049150058,0.282011549,0
39.56,41.58,180000,14,99,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
40,62.74,120334,6,87,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
41.5,80.02,486711,42,32,0,1,0,0,0,34,22.71,0.049150058,0.282011549,0
43,100,303645,18,48,1,1,0,1,0,34,22.71,0.049150058,0.282011549,0
44,91.32,51376,11,99,1,0,1,1,0,34,22.71,0.049150058,0.282011549,0
45,97.51,322362,20,17,0,1,0,0,0,34,22.71,0.049150058,0.282011549,0
45,48.2,196630,10,50,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
45,93.01,220000,26,21,0,1,0,1,0,34,22.71,0.049150058,0.282011549,0
45,86.7,108691,9,103,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
45.95,100,428420,30,29,0,1,0,1,0,34,22.71,0.049150058,0.282011549,0
53.84,97.34,56000,16,86,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
55,100,43956,10,101,1,0,1,0,0,34,22.71,0.049150058,0.282011549,0
72,80.14,7050,3,101,0,0,0,0,0,34,22.71,0.049150058,0.282011549,0
75,100,78221,5,89,0,0,1,0,0,34,22.71,0.049150058,0.282011549,0
85,59.21,186072,10,101,1,0,1,1,0,34,22.71,0.049150058,0.282011549,0
99.42,95.1,1708748,52,38,0,1,0,1,0,34,22.71,0.049150058,0.282011549,0
