x,y
2.946,0.706
5.795,6.591
9.299,6.629
1.854,7.526
4.844,4.488
1.987,3.542
3.563,3.403
4.591,4.99
5.928,2.942
0.592,-0.824
3.125,4.788
8.409,8.82
1.064,1.265
1.8,1.234
2.498,3.815
5.43,7.405
4.894,2.925
9.213,8.186
7.403,4.939
8.062,9.038
2.698,4.563
1.451,3.487
3.384,2.896
9.487,9.545
6.867,5.687
7.903,6.307
8.26,5.962
4.911,4.174
2.432,4.228
0.915,2.064
1.609,2.051
8.661,8.801
8.946,7.151
0.315,-1.205
2.558,2.75
0.315,2.44
1.559,1.788
7.977,5.763
4.185,1.006
0.884,4.445
3.215,0.788
5.467,7.488
4.392,4.733
9.669,10.009
7.83,7.907
8.252,7.201
6.305,7.373
4.983,2.019
5.59,3.421
8.437,5.549
3.817,3.725
4.485,3.253
3.468,3.391
5.363,6.938
4.296,7.216
6.3,4.942
9.709,6.901
1.493,4.334
4.319,7.248
7.404,3.734
8.752,7.388
4.184,1.304
2.861,2.848
1.156,2.04
9.344,8.53
5.558,5.286
1.501,2.11
7.407,9.375
4.093,6.954
1.715,-1.968
1.999,0.984
8.322,6.777
8.955,6.141
2.784,5.124
7.759,5.085
6.526,8.41
1.271,3.72
8.411,8.989
8.044,5.649
0.643,4.395
5.095,2.644
4.763,3.088
1.451,1.547
9.639,7.297
8.855,3.093
7.416,8.854
9.477,2.147
1.995,0.018
4.349,2.165
5.866,7.114
2.749,4.016
3.583,2.909
2.776,3.228
9.245,4.92
4.571,4.945
9.393,7.6
2.029,3.464
0.136,3.947
5.678,5.408
5.811,4.987
1.382,1.898
5.093,7.81
6.018,4.99
7.51,7.811
5.292,6.516
0.755,1.87
7.239,8.605
0.292,0.588
2.704,3.935
1.905,4.991
1.059,3.069
3.642,6.398
9.822,8.715
2.703,4.435
3.763,8.958
4.856,8.022
1.147,3.802
6.118,4.901
1.116,2.541
7.504,5.999
4.001,3.823
4.738,6.608
2.744,3.888
5.941,8.547
6.588,4.733
0.512,-0.535
8.953,5.719
0.066,2.333
0.339,0.611
7.138,7.01
4.231,4.581
9.191,6.939
3.68,3.409
7.914,5.705
4.511,4.052
9.797,10.013
7.138,4.493
5.28,1.64
1.984,2.153
9.405,7.784
0.105,2.926
4.953,4.369
3.858,3.582
1.642,1.619
2.666,1.466
1.416,4.132
4.985,1.521
3.327,2.358
0.138,-0.284
8.97,9.351
9.062,5.818
7.236,8.037
1.433,3.837
8.549,11.712
1.628,2.304
1.682,3.283
3.279,5.047
6.652,8.016
0.487,7.031
6.834,3.772
8.275,7.368
9.721,8.152
3.248,3.51
1.059,1.223
6.126,4.325
3.751,4.476
2.52,7.27
5.124,4.043
5.335,6.275
7.899,6.302
6.563,9.456
1.252,1.743
5.918,2.365
6.478,8.679
2.98,1.7
2.116,0.482
7.331,6.864
3.669,-0.129
5.666,4.945
8.592,5.089
7.338,6.329
2.792,7.44
9.627,4.271
0.068,2.299
0.71,5.273
5.89,5.913
9.168,5.422
4.32,4.916
1.251,-0.68
1.335,-1.781
0.379,-0.344
9.21,6.488
3.654,5.034
7.519,5.178
4.505,4.624
8.48,5.278
6.725,7.251
7.844,3.479
3.626,1.115
9.421,8.097
3.958,4.143
2.546,6.668
1.366,-0.132
0.844,0.679
8.64,9.574
8.909,5.445
2.974,4.709
6.68,5.253
5.78,9.184
0.561,0.327
0.79,0.582
4.488,5.666
4.55,6.282
9.283,4.127
0.399,5.003
2.5,2.931
1.669,4.69
6.847,5.474
3.569,1.49
3.048,4.023
7.038,5.596
6.845,8.986
7.601,6.135
9.11,6.153
0.056,2.876
5.032,3.061
4.388,6.025
2.901,6.306
7.303,4.417
5.266,7.26
0.285,4.57
9.727,7.724
1.534,2.138
7.752,6.515
1.58,1.128
6.832,8.298
9.188,7.334
7.127,8.909
3.103,1.214
7.182,6.607
7.213,8.383
9.911,8.339
4.132,0.857
8.537,12.064
7.538,6.482
7.163,6.364
1.18,2.007
3.883,-2.41
3.942,4.902
5.29,6.342
6.209,5.47
0.104,-1.489
5.942,5.901
6.72,5.202
3.73,3.937
8.885,7.625
5.594,7.014
0.015,0.087
8.734,7.699
8.409,6.207
6.277,4.512
7.477,9.34
5.646,3.703
0.417,-0.148
8.619,4.838
6.445,7.102
3.991,5.816
3.025,4.238
3.431,6.001
4.574,2.645
0.386,1.903
5.252,4.514
7.457,8.716
1.216,3.154
6.055,4.939
4.631,3.118
2.129,4.778
5.561,5.346
4.088,3.574
2.255,2.354
0.482,2.25
7.631,5.885
3.909,2.665
1.939,3.217
9.739,8.351
3.304,4.839
4.817,4.883
9.885,8.521
6.286,5.928
3.793,4.954
0.502,1.876
8.758,3.767
8.446,7.562
0.62,4.679
2.677,5.479
5.335,5.19
2.128,2.392
5.148,-1.784
7.896,7.208
7.815,10.616
7.257,7.072
1.339,4.994
1.116,2.285
0.743,1.294
6.157,8.491
8.466,3.798
1.922,4.205
4.314,6.656
1.661,5.836
8.967,7.684
3.627,0.999
0.572,2.208
3.417,2.84
5.15,8.902
4.307,3.126
4.019,2.85
7.032,9.901
3.293,4.359
9.396,10.021
6.319,5.753
1.139,1.757
4.169,5.667
8.824,8.046
9.573,4.718
8.117,8.602
4.463,4.012
1.376,5.429
9.025,5.561
2.446,3.403
3.381,2.808
2.663,-1.625
5.829,3.915
9.986,12.054
2.711,8.801
4.152,2.554
8.568,8.292
1.795,3.973
9.331,7.503
3.3,3.014
1.527,1.436
0.391,1.485
4.695,4.07
4.292,2.258
6.666,6.271
2.321,2.969
1.586,2.686
4.531,3.52
8.876,10.027
5.593,2.845
5.522,7.404
8.262,9.187
0.228,5.064
4.868,2.742
7.246,3.884
8.006,6.668
8.123,7.998
4.96,3.938
2.445,3.124
9.622,8.06
2.391,4.909
4.131,5.235
2.059,1.755
1.68,4.958
3.944,3.48
6.336,9.995
3.949,2.344
6.818,8.933
8.973,5.276
8.417,10.795
6.186,3.432
5.052,7.967
4.23,3.592
1.873,0.018
9.623,8.051
9.958,10.102
3.018,4.53
2.946,2.732
3.953,6.281
3.159,3.177
1.907,5.001
9.097,8.899
5.293,3.154
5.271,6.363
9.325,5.914
0.868,2.373
6.054,6.855
7.978,7.595
9.617,3.93
0.954,2.416
5.907,5.042
8.27,6.816
6.935,6.937
6.262,6.019
7.4,3.704
5.227,3.176
7.277,11.6
7.526,7.671
5.836,3.242
3.739,3.625
5.791,2.365
1.467,3.245
6.192,2.81
4.329,2.371
8.702,5.305
4.996,4.973
2.323,1.207
1.013,1.492
2.5,5.039
7.823,5.829
9.738,11.458
9.709,9.524
6.189,4.004
0.511,2.462
5.348,8.464
3.606,3.568
7.378,6.29
7.261,6.504
4.254,4.072
8.939,8.343
7.691,7.952
4.1,4.944
9.084,9.53
1.094,2.712
4.899,3.42
1.106,1.773
6.18,5.253
1.186,1.391
2.719,2.45
1.7,5.108
3.754,3.284
8.372,7.557
1.624,1.005
9.992,8.541
7.919,4.922
9.276,7.131
1.129,2.79
6.722,8.758
0.261,3.708
0.603,1.202
9.727,8.394
2.624,4.872
4.554,4.384
7.352,7.808
3.411,3.918
6.801,4.143
9.223,7.252
3.076,-1.642
4.814,3.664
4.168,4.657
7.392,5.525
9.609,6.585
8.548,7.856
5.409,3.397
3.312,6.823
3.48,5.135
3.762,2.085
1.518,5.039
5.312,5.787
6.583,7.114
4.145,4.036
1.922,2.532
4.556,6.768
5.014,8.768
8.249,8.071
5.958,9.014
1.491,3.857
6.388,8.101
4.981,5.417
9.076,10.21
3.328,5.559
5.295,4.918
6.366,4.738
4.534,5.892
7.058,4.092
3.122,1.571
5.335,6.815
6.347,4.965
1.318,2.049
1.968,1.575
9.059,5.242
4.306,3.432
9.019,9.14
5.657,9.308
4.552,4.867
8.92,8.88
8.009,10.335
7.761,5.688
2.079,2.904
1.031,3.259
6.315,6.33
2.275,3.685
7.296,6.67
7.922,9.198
3.609,4.667
5.617,4.198
2.798,2.969
6.165,7.986
7.65,8.652
1.694,2.847
8.763,6.619
3.679,5.59
2.077,5.773
4.229,5.077
9.985,4.638
9.272,7.916
7.4,8.137
3.578,0.252
5.66,5.526
0.014,2.475
2.013,0.654
9.635,6.145
2.094,4.332
3.301,1.943
8.784,4.998
6.065,5.075
3.627,0.598
5.501,7.175
8.386,7.663
7.848,7.745
9.018,10.331
3.955,1.451
6.871,9.397
2.771,3.286
2.758,1.267
9.436,5.356
9.303,6.258
9.025,7.588
1.131,4.436
6.311,3.579
3.919,6.308
3.907,6.091
9.291,8.31
1.898,7.005
8.197,7.875
7.285,4.255
7.543,6.241
9.346,5.094
3.749,3.676
9.755,8.769
4.785,6.213
5.599,2.662
5.444,8.334
8.998,7.557
4.041,5.863
9.051,10.578
9.657,5.8
1.366,2.65
3.248,6.014
7.916,2.544
9.848,8.586
5.568,3.848
4.597,2.596
5.509,2.197
3.013,3.89
8.68,7.509
6.851,3.69
6.866,7.49
3.918,4.336
5.992,6.474
6.822,3.715
2.263,-0.039
6.326,6.93
3.701,8.787
3.67,7.991
0.064,-2.042
0.956,2.159
6.443,7.536
5.348,5.609
1.352,3.113
1.654,3.764
0.817,-0.46
6.263,1.409
6.843,3.855
1.398,-2.016
9.817,5.516
0.436,2.846
0.026,0.416
0.342,0.006
7.682,4.057
7.378,6.664
5.875,7.625
9.978,7.878
7.935,9.387
0.081,-0.238
6.491,4.5
5.363,4.502
1.781,2.688
8.959,6.42
3.508,2.958
0.744,4.775
9.299,8.134
5.236,3.593
0.894,-0.397
1.121,4.805
6.84,11.344
7.359,5.626
7.858,5.387
6.435,3.027
0.503,-0.666
4.86,4.624
0.545,0.666
4.788,4.135
1.797,0.021
0.635,-2.922
6.872,5.905
3.67,3.682
9.507,7.503
0.114,1.35
2.511,4.36
5.695,4.036
0.079,5.476
8.94,6.093
9.674,5.858
7.353,9.822
7.982,8.264
0.685,3.583
1.618,3.246
8.557,8.583
3.233,3.707
3.297,5.203
8.921,9.684
5.824,3.39
7.494,6.004
8.571,5.244
2.925,3.193
0.037,0.867
2.533,5.848
6.749,4.721
5.864,3.397
2.551,3.31
5.342,0.983
2.244,3.764
8.409,8.495
0.817,3.145
6.598,5.585
9.65,5.97
8.24,7.427
9.72,6.835
3.093,5.148
5.723,4.587
1.807,2.994
7.541,7.777
4.2,6.045
6.197,3.977
6.15,5.344
0.324,2.549
2.472,3.502
3.347,5.777
2.238,3.005
1.857,6.149
0.912,3.075
3.42,5.948
2.038,3.987
8.441,4.833
6.684,5.584
7.584,5.275
1.538,0.85
9.182,6.84
6.536,9.391
8.328,9.288
0.884,5.777
7.425,4.199
0.845,3.119
9.37,10.157
6.065,9.299
5.57,5.945
8.988,6.094
7.806,6.562
4.867,7.706
3.434,5.987
6.504,4.105
9.952,7.622
1.974,7.763
5.407,3.595
1.475,3.141
5.455,6.932
4.794,5.147
8.741,1.908
7.844,6.286
5.785,4.448
8.582,7.327
2.231,1.218
3.45,4.046
7.297,5.925
0.667,3.621
9.365,9.272
3.053,1.697
0.514,0.937
2.4,4.782
6.524,2.305
2.936,3.554
2.236,3.718
5.927,7.593
3.99,2.559
9.338,11.199
6.911,6.419
8.654,9.136
8.225,12.023
2.143,6.887
2.885,7.939
8.133,6.669
6.53,7.655
0.885,1.219
5.451,4.794
3.788,5.551
3.515,2.07
2.383,4.49
9.409,8.713
7.903,8.321
4.333,2.337
1.712,2.863
6.578,6.876
0.183,2.78
3.315,7.624
2.3,1.923
4.714,7.918
9.371,6.908
4.28,1.301
3.054,5.969
8.39,4.414
7.271,4.757
8.884,6.273
3.978,6.187
7.442,6.673
9.371,8.028
8.54,7.975
0.566,-1.706
6.355,5.99
1.71,5.904
7.993,5.947
1.685,2.822
5.846,5.706
2.69,2.279
6.897,5.343
1.167,3.702
5.693,3.882
4.984,2.539
4.925,5.497
9.31,8.943
4.427,3.433
9.471,6.537
3.285,-0.579
6.018,8.499
9.354,7.104
7.511,6.532
5.235,4.27
0.424,3.49
7.384,7.627
2.185,4.808
5.899,5.889
4.653,2.809
5.869,3.975
3.456,1.831
8.525,8.414
0.517,0.112
0.396,5.099
0.498,0.912
5.702,4.337
6.079,6.108
7.065,8.329
3.355,3.763
1.126,-0.274
6.241,7.34
4.833,9.13
1.188,2.266
1.094,0.022
3.632,5.284
4.864,4.996
0.318,2.96
2.092,3.072
0.996,3.819
4.371,6.783
3.073,3.204
7.14,5.894
1.428,3.441
0.368,1.604
6.657,8.861
9.205,3.366
7.197,4.814
9.597,7.473
9.066,5.779
2.602,2.523
9.116,8.677
1.712,3.561
1.84,5.278
5.3,4.444
2.669,4.657
3.859,1.632
1.033,0.541
4.39,7.156
8.569,7.555
6.767,8.001
1.454,1.302
9.642,6.938
9.633,6.85
8.727,6.26
4.737,6.101
4.8,2.363
7.288,9.045
7.037,4.473
4.094,2.182
1.057,0.094
0.184,2.811
7.327,6.083
6.378,4.864
3.503,3.874
2.504,3.313
6.409,7.341
4.047,-0.553
2.874,2.08
2.212,2.764
7.463,9.551
1.321,-3.241
9.252,9.152
6.318,5.133
7.712,5.195
9.447,8.64
3.037,3.694
9.74,8.01
7.585,5.337
3.599,6.594
8.375,9.446
8.894,7.07
5.992,8.892
9.37,9.467
3.154,1.53
7.195,6.072
1.729,5.934
2.947,1.351
7.845,11.228
8.056,4.647
0.534,1.627
7.778,7.419
9.747,5.629
0.681,2.903
2.776,3.731
1.03,1.808
8.029,11.113
5.268,1.716
4.33,7.875
8.664,9.796
9.42,6.4
5.199,4.908
0.244,1.233
3.061,3.58
0.722,3.181
4.17,6.754
0.946,-1.69
1.905,2.314
5.185,3.737
2.499,6.119
3.277,6.959
3.991,1.929
0.852,4.108
5.015,3.696
7.21,8.579
8.926,9.001
6.343,5.19
7.082,5.91
0.332,-0.002
5.675,8.252
7.602,5.393
1.903,-0.322
6.922,5.185
7.788,7.944
4.707,2.409
8.07,6.623
2.269,-0.027
4.738,10.541
2.256,0.401
6.032,9.524
2.977,3.575
2.555,1.463
2.293,4.701
4.489,8.192
1.337,3.611
9.56,9.037
4.542,2.706
4.646,2.854
0.367,2.442
7.077,4.807
2.833,1.825
5.345,4.713
6.897,8.457
6.247,5.472
6.461,8.578
4.108,3.946
2.46,0.593
7.83,7.153
9.017,8.57
0.861,3.559
6.25,5.049
9.376,8.378
1.863,2.598
2.289,3.802
6.703,3.919
8.965,8.276
4.105,5.572
1.066,1.466
3.704,0.862
0.746,3.306
0.299,-0.042
3.614,3.599
4.002,4.13
8.032,6.633
9.453,7.353
6.418,4.832
9.729,8.636
7.006,7.596
8.028,8.167
4.431,5.939
2.652,3.103
6.142,5.637
2.661,3.619
7.659,9.443
8.811,7.535
3.546,5.444
0.188,4.512
9.3,7.203
0.114,-0.711
5.194,2.766
8.598,4.267
0.332,3.829
5.393,7.398
4.734,5.742
5.044,5.421
0.42,0.608
3.045,6.183
8.03,8.38
5.559,9.155
7.139,6.935
7.409,5.17
9.301,7.567
9.845,8.425
9.066,8.202
8.714,4.339
4.54,4.465
8.362,9.001
5.601,6.445
1.231,3.298
2.31,1.798
4.843,6.078
6.175,1.786
3.424,2.513
6.168,4.525
1.481,0.481
8.906,8.21
9.058,7.687
7.918,6.588
7.302,2.578
0.397,2.4
1.658,3.315
1.18,2.576
9.603,8.258
0.72,0.309
4.769,7.158
1.322,4.739
3.443,4.823
1.28,1.021
1.754,1.838
0.147,2.435
2.434,2.363
8.898,8.788
5.161,3.44
1.436,1.792
7.401,7.646
1.295,3.623
4.726,6.693
3.83,2.995
0.774,1.227
6.403,3.047
1.302,3.673
8.006,6.654
0.626,3.536
4.519,3.505
5.486,6.003
7.761,11.204
8.389,7.946
5.743,2.101
8.832,10.908
6.167,4.765
7.969,8.829
5.127,9.766
9.809,6.956
4.085,4.588
8.361,11.053
3.75,4.692
0.505,1.849
0.297,2.873
4.823,7.97
0.518,2.17
9.462,7.706
8.173,6.978
1.442,3.15
8.903,7.663
6.089,4.77
4.662,5.204
7.343,3.025
6.529,6.922
8.406,8.103
2.492,1.677
5.142,4.72
2.096,3.451
5.936,4.417
0.284,2.168
2.465,2.591
4.943,4.949
6.28,7.243
6.594,6.027
1.708,2.966
9.808,6.995
6.129,5.478
6.97,5.29
4.544,3.735
2.322,3.393
4.82,4.072
8.314,4.037
9.833,10.488
8.951,8.81
1.778,1.428
9.789,8.448
1.67,3.49
7.829,8.715
0.455,6.14
1.977,1.606
4.074,4.159
3.04,3.441
1.648,2.939
5.951,7.464
1.777,4.525
9.604,9.71
7.044,6.274
4.307,5.774
7.163,5.908
0.989,1.384
5.78,7.761
0.513,-0.223
8.013,7.091
4.027,6.957
4.837,2.037
0.107,-2.707
5.142,7.321
2.056,0.781
7.097,7.675
3.288,0.539
8.861,8.412
6.236,5.766
5.266,8.15
4.972,3.157
6.333,10.282
7.9,6.956
0.417,0.804
5.127,5.757
7.069,8.625
7.926,6.174
1.46,2.591
9.296,7.112
5.169,2.982
7.824,6.772
4.329,4.019
8.145,4.792
3.923,6.732
1.331,2.625
4.084,2.655
9.103,8.3
1.248,2.697
0.148,-0.318
0.617,-0.12
4.382,5.558
1.426,6.258
3.153,6.794
1.261,4.7
1.895,3.781
8.339,6.058
3.841,1.58
6.107,5.615
8.535,6.865
3.712,6.21
4.848,2.432
7.334,7.12
4.574,1.872
6.515,8.818
4.625,3.411
1.87,-1.144
7.473,6.875
7.295,3.698
9.228,8.875
6.725,7.731
6.272,5.27
2.418,2.439
2.391,2.591
1.502,1.007
9.71,11.749
0.323,1.363
7.82,9.54
4.464,3.23
1.269,2.9
5.013,4.031
6.629,3.53
8.142,7.331
5.516,6.212
6.379,5.865
9.03,6.935
9.223,7.62
7.688,4.429
3.393,4.804
6.565,7.621
5.081,5.734
9.984,9.394
2.204,2.486
8.041,4.496
5.631,1.741
7.343,4.569
3.208,7.557
8.94,4.779
7.866,7.121
8.76,6.978
1.954,3.747
6.216,6.779
8.198,8.647
4.814,8.125
0.761,0.65
9.336,10.458
8.032,8.825
2.875,3.493
6.552,9.418
2.811,7.986
0.11,2
3.253,4.017
2.595,4.349
3.638,5.437
5.976,4.096
9.391,4.85
8.968,7.262
5.582,5.005
4.28,3.74
4.667,6.213
0.101,-1.917
0.713,1.253
9.569,6.883
0.724,2.84
6.535,3.885
1.102,0.44
0.554,1.447
3.215,2.477
9.277,6.939
8.077,5.784
0.921,1.368
5.634,6.915
3.069,0.351
3.614,2.493
5.104,3.81
3.367,5.473
3.846,5.651
6.058,6.118
2.115,5.032
6.288,5.005
1.725,3.192
7.764,6.613
6.588,7.981
8.251,6.18
7.509,9.501
7.044,8.469
4.773,7.043
7.771,7.104
1.721,1.435
9.8,11.269
6.243,7.238
2.674,2.181
8.803,8.028
7.268,4.867
8.645,7.852
4.603,-0.299
6.42,1.09
1.296,-0.936
2.682,4.254
3.523,2.425
3.834,3.244
8.499,6.42
5.44,5.408
6.59,8.701
4.225,7.805
2.636,5.013
7.631,6.823
2.577,3.303
6.735,5.489
0.886,1.315
2.186,1.943
5.605,10.81
9.781,6.635
6.618,3.836
1.691,0.079
3.137,4.839
2.379,2.981
5.381,6.062
8.81,5.53
8.921,10.55
5.221,9.96
3.262,3.26
4.436,4.437
2.12,3.42
1.929,3.161
3.036,4.844
9.321,8.141
5.684,7.37
8.026,6.911
3.264,4.892
2.679,7.734
2.732,5.519
3.439,3.047
1.76,-1.006
0.049,-3.593
4.802,6.66
2.504,3.171
2.803,3.849
3.27,4.762
9.056,7.331
3.631,3.187
4.379,4.11
1.193,3.896
2.019,5.05
3.333,4.986
8.097,9.508
7.039,6.741
0.391,0.864
3.667,4.718
0.853,3.838
6.095,7.485
7.916,7.298
1.068,3.223
4.53,6.054
7.449,5.882
1.443,3.636
2.346,1.277
0.224,3.034
8.917,6.075
2.583,4.711
9.349,8.882
4.401,6.181
7.518,10.316
0.024,2.642
9.249,7.926
8.345,8.986
8.188,6.421
7.904,5.953
8.991,9.199
2.223,1.355
7.369,7.162
4.973,6.21
8.114,7.224
6.58,9.467
9.299,6.147
0.345,2.704
8.008,3.94
4.612,4.426
3.383,3.436
3.552,5.714
7.303,1.319
5.642,6.472
7.751,8.493
5.885,4.576
3.597,5.143
4.237,5.004
9.898,8.559
3.883,4.104
7.349,6.356
0.617,2.793
8.653,7.134
4.26,2.536
6.594,6.5
5.855,6.983
6.825,2.654
9.276,6.842
8.57,5.425
8.98,4.703
2.996,5.833
6.584,8.317
7.985,3.967
4.06,4.446
2.932,5.513
9.916,6.032
1.435,6.649
7.994,4.811
1.005,3.135
1.459,3.516
9.535,7.604
5.945,6.183
4.57,4.997
5.599,6.33
0.349,1.961
5.676,5.667
7.937,5.643
4.886,6.94
4.384,2.726
6.502,4.623
3.948,1.688
4.808,2.071
9.626,5.74
4.345,3.532
5.446,4.237
8.52,7.562
0.849,6.213
4.011,5.643
5.88,6.211
8.61,3.958
3.043,2.34
5.543,2.516
7.705,7.593
1.456,3.352
0.026,2.243
0.619,3.032
2.531,1.895
6.011,8.281
5.367,5.985
5.292,7.283
7.598,3.761
3.07,-1.348
8.949,7.7
4.46,6.679
2.272,5.443
7.943,6.469
0.004,4.562
4.136,6.073
2.664,2.874
8.759,6.484
5.961,6.92
3.094,-0.585
0.523,3.035
7.262,8.99
0.67,0.17
8.889,7.363
2.253,5.433
4.996,4.927
2.776,0.577
0.19,5.601
8.207,8.712
5.25,7.454
1.885,4.411
8.329,4.478
4.028,7.123
6.19,5.245
0.249,-0.244
4.755,2.25
2.828,4.996
7.47,9.747
2.29,4.112
3.172,1.674
8.53,7.351
2.444,2.038
9.465,11.477
8.624,7.297
0.005,3.853
7.53,5.798
8.041,9.177
3.458,1.497
7.582,3.481
2.708,-0.15
9.574,9.286
8.334,10.967
5.197,5.718
8.309,9.58
4.363,4.199
7.96,4.094
8.354,6.698
2.08,1.198
2.766,4.356
7.141,4.54
6.476,4.91
9.762,9.3
6.934,7.486
1.718,2.871
5.848,6.392
9.698,10.372
0.681,4.1
6.734,7.196
4.762,8.839
4.785,5.95
5.06,3.298
1.389,4.542
2.695,5.131
4.85,2.952
3.167,0.695
7.844,3.567
7.363,5.881
3.692,4.94
1.54,2.955
9.576,8.885
9.295,9.579
0.166,3.94
8.713,10.269
5.974,8.052
7.278,8.457
8.277,5.923
0.693,1.605
6.799,8.188
9.336,5.222
5.499,5.004
6.617,8.71
1.101,3.266
2.11,4.174
5.43,4.051
2.849,3.545
1.581,1.818
9.08,10.526
8.59,5.729
9.206,7.184
3.564,4.973
7.106,4.681
0.869,2.593
2.608,4.651
0.329,5.593
7.25,9.538
3.13,4.842
4.378,3.45
0.705,2.679
5.864,7.965
2.802,4.039
2.475,5.356
6.682,5.319
8.832,9.006
6.304,2.856
8.794,9.871
3.886,6.188
6.711,5.593
3.962,3.803
1.946,2.534
9.421,9.816
0.98,3.849
8.101,8.851
3.267,-0.256
1.67,1.643
4.46,2.954
4.348,4.354
1.128,-2.258
3.813,3.562
3.153,0.628
6.195,6.962
9.727,6.575
1.61,1.911
9.129,4.195
6.898,2.86
3.001,1.505
6.025,8.018
3.218,4.017
4.061,2.398
4.334,5.385
6.256,7.001
1.726,4.209
0.223,4.255
3.963,1.368
2.976,7.202
5.471,4.86
7.456,7.996
2.77,1.759
0.038,1.468
7.421,8.155
7.638,5.063
2.846,2.688
8.659,4.75
4.768,3.842
1.292,2.874
5.549,7.177
1.756,2.985
4.074,2.136
3.74,1.816
9.167,5.908
0.239,-0.373
6.096,4.834
9.71,8.386
5.536,3.595
4.26,5.475
8.191,3.892
5.126,4.594
7.937,6.924
2.222,0.525
8.544,7.257
8.023,10.116
6.195,3.799
3.385,5.857
5.881,4.523
1.251,0.821
1.907,5.588
1.425,2.274
8.106,5.132
8.948,8.008
9.116,8.183
4.129,5.376
8.091,6.855
4.27,5.169
2.08,4.4
3.299,3.851
1.451,2.214
7.172,3.737
4.22,6.306
9.464,7.052
3.809,7.02
3.655,6.867
0.522,-0.758
5.852,3.149
2.332,3.977
9.516,7.757
9.479,3.953
6.714,7.22
6.267,2.166
8.125,10.428
0.805,6.258
3.676,2.746
3.126,1.442
1.085,4.021
7.967,6.609
8.676,7.844
2.904,9.677
9.335,6.608
6.074,6.167
4.595,0.427
5.04,4.426
6.682,7.691
2.543,1.659
4.187,3.022
3.022,0.716
0.127,1.174
9.296,5.002
6.232,7.621
6.549,7.958
5.969,10.126
3.152,5.533
5.182,5.935
4.529,5.217
8.291,6.156
1.109,2.329
0.963,4.856
3.768,4.736
5.769,5.183
2.195,2.807
3.593,7.841
0.494,-0.024
3.38,4.746
0.12,2.405
8.174,4.63
2.218,2.761
6.301,6.477
1.213,0.853
5.953,7.519
2.114,2.497
6.189,1.922
7.951,9.797
2.04,1.051
9.321,9.253
1.767,4.036
1.471,0.524
7.818,8.94
5.141,4.929
7.103,4.639
6.778,6.139
1.951,1.295
1.15,1.692
4.857,4.706
2.986,3.53
3.092,2.97
6.277,6.898
3.599,3.496
2.002,3.12
3.674,3.185
4.885,3.637
2.713,6.011
2.935,1.619
9.493,10.681
3.364,2.917
7.521,4.496
2.221,2.863
5.934,10.209
7.818,3.436
0.4,1.328
2.346,-0.564
0.093,5.414
1.435,6.861
3.713,1.951
9.364,6.404
6.12,2.511
0.568,1.545
8.322,9.698
3.558,1.082
7.883,5.408
1.081,1.167
2.461,6.057
7.054,4.443
7.134,6.579
3.951,2.668
3.467,2.622
6.096,8.228
3.79,4.404
7.421,6.406
2.256,2.387
5.502,5.785
9.34,6.326
2.759,4.393
5.511,6.659
8.059,5.333
0.72,1.226
3.629,3.828
2.207,2.917
5.081,7.205
3.686,4.536
7.199,7.904
3.879,1.523
4.648,4.025
4.848,7.895
5.93,1.896
3.179,4.079
8.653,6.749
1.17,5.872
4.595,1.479
1.269,2.722
6.364,5.949
3.349,4.897
8.983,5.247
3.717,5.053
0.606,3.237
1.978,1.591
8.873,7.691
0.897,2.72
3.71,3.799
1.14,4.455
0.423,3.921
8.144,4.05
0.915,0.987
3.752,7.66
9.559,7.168
1.941,5.379
5.578,9.696
9.752,8.915
8.991,8.193
0.385,2.157
2.707,5.416
4.907,6.477
4.549,6.564
4.118,5.892
7.501,4.739
7.706,8.068
3.514,1.428
4.34,5.299
1.068,0.374
0.423,4.699
7.148,6.694
4.313,4.993
4.791,6.245
6.253,7.445
8.437,7.343
9.345,3.68
8.386,6.412
2.932,6.05
9.056,8.8
0.186,2.189
0.806,1.284
4.868,3.057
6.88,6.396
0.887,2.922
0.564,0.894
1.985,2.179
4.198,0.752
9.548,5.77
4.939,6.09
7.89,5.31
5.661,5.761
0.87,3.424
5.151,5.881
8.795,7.468
5.37,8.148
0.944,7.779
0.632,-0.43
2.656,1.718
5.88,5.62
7.742,6.822
5.921,4.946
8.321,6.688
7.903,9.535
4.022,4.477
6.742,12.008
4.212,7.841
1.596,0.729
5.265,7.319
2.471,1.504
3.833,1.738
4.537,2.305
4.432,4.789
0.761,2.883
2.722,5.328
8.194,6.267
5.374,6.073
9.314,10.021
0.271,0.177
6.435,7.766
1.18,4.417
8.489,5.211
7.431,4.813
9.498,4.64
4.046,7.336
3.018,5.764
5.584,4.723
6.905,6.001
8.803,10.933
6.809,6.263
1.045,4.844
5.817,3.578
3.963,4.827
6.982,8.445
6.599,7.535
3.253,7.737
2.347,4.663
3.019,3.216
6.217,5.694
4.849,6.88
2.492,3.146
4.302,2.868
6.783,8.787
0.599,-0.409
9.276,5.846
7.706,5.362
9.609,8.248
9.76,6.436
8.285,7.386
4.19,4.359
0.232,5.72
2.966,2.326
8.23,5.587
5.475,4.958
0.688,1.413
9.844,10.777
3.849,3.726
6.474,7.685
3.848,5.833
6.222,6.76
4.103,4.43
8.985,8.021
7.192,7.164
9.664,6.926
1.785,4.27
9.146,10.326
8.876,8.176
0.868,1.292
4.428,1.971
1.154,2.763
